NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.749251366,0.057498906,0.019413881,0.141504019,0.032331813
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.406577319,0.115227528,0.078222834,0.3796767,0.020295598
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.223475188,0.331650674,0.093964413,0.260862887,0.09004686
P+,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.647469461,0.100504324,0.05778062,0.174953952,0.019291626
N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.709083796,0.02160161,0.033111259,0.206028014,0.030175408
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.826538563,0.012385747,0.022194354,0.102754399,0.036127005
N+,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.588446796,0.041186653,0.030060466,0.332999229,0.007306837
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.281734705,0.374281585,0.047190726,0.257227957,0.039564993
P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.253279924,0.055323534,0.084299475,0.232677072,0.374419987
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.275872946,0.327547908,0.082368039,0.254680395,0.059530705
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.505343437,0.068384677,0.062711954,0.193578407,0.169981524
N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.66720432,0.036803357,0.13640523,0.15365015,0.005936942
N,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.463097095,0.055649988,0.090374187,0.327416331,0.063462421
NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.572784722,0.097853012,0.064697906,0.223842144,0.040822193
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.701165497,0.038406882,0.043771081,0.206126377,0.010530174
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.485372752,0.020334734,0.394517392,0.088771217,0.011003925
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.288534343,0.065414593,0.103072792,0.429514766,0.113463528
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.458845288,0.039469216,0.128570199,0.359847069,0.013268205
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.554717183,0.080770448,0.078685232,0.236797169,0.049029998
N,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.64789772,0.076202855,0.047822371,0.206762552,0.021314511
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.5738011,0.045421425,0.122762337,0.201101035,0.056914046
P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.761927485,0.034622386,0.028338635,0.143119186,0.03199226
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.551338315,0.074390523,0.078792013,0.258818746,0.036660388
P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.157953501,0.448370278,0.153976277,0.157316938,0.082382984
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.518991649,0.035566553,0.097767666,0.156151295,0.191522792
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.501894414,0.074413873,0.071380958,0.275025994,0.077284731
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.624976218,0.029307,0.05871385,0.27313751,0.013865449
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.34256804,0.051499922,0.044326834,0.512009084,0.049596153
NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.478559494,0.135207668,0.118395023,0.254247546,0.013590261
N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.683783293,0.042461883,0.045649558,0.221584946,0.006520307
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.680392265,0.022786729,0.081050619,0.198974118,0.016796283
P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.320705563,0.062716596,0.177087992,0.408738077,0.030751787
N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.228072345,0.072513551,0.043569084,0.448290318,0.207554683
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.609237731,0.032517254,0.055476487,0.298799008,0.003969564
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.550288916,0.050632231,0.130206153,0.24615401,0.022718694
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.498088092,0.102448016,0.087615192,0.193501249,0.118347399
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.286471754,0.308526069,0.055431984,0.257231116,0.092339098
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.422405541,0.204707503,0.068214864,0.197669595,0.107002489
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.140228346,0.11599236,0.032373987,0.572050095,0.139355212
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.431077927,0.049688216,0.113393754,0.369248331,0.036591768
N+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.286043882,0.149697691,0.111350849,0.431836963,0.02107065
P+,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.501184106,0.140008613,0.05394008,0.260155529,0.044711649
N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.392006755,0.047807682,0.093414694,0.338334918,0.128435954
N,AGREEMENT,SUBJECTIVE,88,NONIRONIC,0.409870028,0.124966115,0.069647886,0.328872859,0.066643149
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.451005101,0.071761265,0.166287899,0.214655936,0.096289784
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.387568772,0.075171091,0.139495358,0.345517308,0.052247465
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.643514514,0.014786627,0.031638984,0.30260098,0.007458895
N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.569125414,0.053892069,0.048291102,0.300292671,0.0283987
P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.068861365,0.44125551,0.043225653,0.160166293,0.286491126
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.396153212,0.042646758,0.109198287,0.400438428,0.051563311
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.30248037,0.130571961,0.054933902,0.271939278,0.240074456
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.602959633,0.043921243,0.073260114,0.2632263,0.016632693
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.388874561,0.050857898,0.128175303,0.376810759,0.055281464
P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.522601902,0.176367432,0.040771611,0.171949029,0.088309959
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.316783696,0.058263533,0.199084237,0.40304637,0.022822136
P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.094901964,0.499856889,0.0218543,0.142701715,0.24068512
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.414644629,0.033166729,0.038879447,0.47221905,0.041090127
N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.458326221,0.193952575,0.038869999,0.280857772,0.027993426
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.384870768,0.091746286,0.329085082,0.15488039,0.039417464
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.452125609,0.045053788,0.037471332,0.373136252,0.092212975
N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.718324304,0.017323744,0.019738168,0.238012254,0.006601562
P,DISAGREEMENT,SUBJECTIVE,90,NONIRONIC,0.323765218,0.065839186,0.089881077,0.484838068,0.03567642
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.569643617,0.063899256,0.12320105,0.21077475,0.032481316
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.46276769,0.059739627,0.098575808,0.302714884,0.076201938
NEU,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.615020871,0.09835308,0.060942803,0.17916581,0.046517398
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.541918993,0.050594218,0.181785882,0.211169392,0.014531528
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.22081174,0.107388288,0.129202411,0.441920429,0.100677177
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.220691174,0.454458416,0.104912356,0.199555606,0.020382449
N+,AGREEMENT,SUBJECTIVE,82,IRONIC,0.448967457,0.045480922,0.055879701,0.394544065,0.05512787
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,undefined,undefined,undefined,undefined,undefined
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.316549063,0.114464492,0.078632541,0.451729268,0.038624696
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.586801052,0.038560435,0.077306494,0.256696403,0.040635616
N,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.616446197,0.013843432,0.036976315,0.31268537,0.020048721
N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.484577775,0.033970736,0.063064858,0.376502812,0.04188386
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.176622152,0.126893416,0.045929406,0.635359943,0.015195095
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.681483507,0.026672335,0.046761129,0.240183771,0.00489927
N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.497689366,0.058874249,0.051549047,0.350440443,0.041446842
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.447992891,0.053899031,0.064861149,0.418844581,0.014402354
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.679390311,0.05396878,0.04737518,0.20391494,0.015350712
NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.637834072,0.071638599,0.068978123,0.212244734,0.009304464
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.521051347,0.041151863,0.102146521,0.295432359,0.040217981
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.292525351,0.422373235,0.041866031,0.231874317,0.011361063
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.405795693,0.18381305,0.206108168,0.178566247,0.025716811
P+,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.300853044,0.065415397,0.050455369,0.453871071,0.129405141
N,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.487238467,0.04707209,0.066593297,0.360394418,0.038701743
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.334117532,0.12320821,0.077648133,0.355323315,0.109702796
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.648675442,0.005520047,0.024823492,0.233110249,0.087870784
N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.270154089,0.030270621,0.042751558,0.590136647,0.066687062
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.532310486,0.062614672,0.09154661,0.284432411,0.029095806
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.207144186,0.127816871,0.027195748,0.160072833,0.477770388
P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.143596813,0.195375502,0.078655943,0.151191682,0.43118006
N,DISAGREEMENT,SUBJECTIVE,89,NONIRONIC,0.511509418,0.046212498,0.128513634,0.245502144,0.068262286
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.498850405,0.07072778,0.180979639,0.231518105,0.017924063
NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.589442194,0.030635059,0.046685588,0.134174496,0.19906272
NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.609888792,0.04991395,0.060989529,0.268363416,0.010844306
P+,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.536660552,0.059188887,0.04355244,0.251880527,0.108717628
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.26121816,0.29189676,0.071756162,0.333993226,0.041135728
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.75111568,0.025922138,0.049140807,0.16155459,0.012266838
P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.147179291,0.030490939,0.445894837,0.356897712,0.019537272
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.312567353,0.019440517,0.064299121,0.548493266,0.055199757
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.754030466,0.01988033,0.028690487,0.154325008,0.04307377
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.123246536,0.249177262,0.02908266,0.250632912,0.347860605
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.680874527,0.05088602,0.119228937,0.138920665,0.010089842
P+,AGREEMENT,SUBJECTIVE,89,NONIRONIC,0.384413242,0.024700757,0.058640718,0.476023376,0.056221936
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.442720234,0.027076524,0.022974111,0.485074669,0.022154495
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.598827004,0.025523441,0.051593188,0.204973325,0.119083099
P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.397465944,0.068676732,0.100810081,0.387559086,0.045488141
N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.450759768,0.013431205,0.084503025,0.439241648,0.012064383
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.28967464,0.210624009,0.057012189,0.337410539,0.105278619
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.539276958,0.057215828,0.026705233,0.193002015,0.183800027
NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.910909653,0.002106258,0.009384153,0.076313183,0.001286757
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.652033269,0.014098334,0.075679436,0.189883724,0.068305232
P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.456795335,0.167121127,0.047107466,0.283653796,0.045322303
N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.686039269,0.060761351,0.045453813,0.200036809,0.007708732
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.814178586,0.009898094,0.03330408,0.113782734,0.028836472
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.231141612,0.055102181,0.085622743,0.59483403,0.033299394
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.257337034,0.112716682,0.086818926,0.43881917,0.104308218
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.678504586,0.046010703,0.046265651,0.154353008,0.074866064
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.767467856,0.030245695,0.024997316,0.15703474,0.020254366
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.679353774,0.037078451,0.069163457,0.189092636,0.025311606
N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.792845845,0.047359027,0.018975817,0.116583601,0.024235684
P,AGREEMENT,SUBJECTIVE,89,NONIRONIC,0.344982147,0.089569479,0.038920552,0.437414289,0.089113466
NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.334745944,0.106716111,0.167926326,0.362623155,0.027988467
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.574271977,0.026175193,0.166285813,0.211310774,0.021956276
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.79102397,0.003806439,0.009026537,0.189705849,0.006437184
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.926432133,0.001531952,0.008151833,0.056852385,0.007031731
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.350606173,0.013894611,0.015023505,0.35840106,0.26207462
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.716234207,0.015857324,0.039107703,0.218022257,0.010778502
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.634233415,0.040328082,0.039847232,0.269909173,0.015682094
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.155120879,0.047339994,0.068841971,0.631705403,0.096991777
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.315067023,0.092333928,0.092302836,0.462635309,0.037660874
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.373773962,0.060402215,0.09841577,0.460073531,0.007334528
N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.385179281,0.163198218,0.072179079,0.36757654,0.011866841
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.235979319,0.339920282,0.055600159,0.336636782,0.031863485
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.196999341,0.090722956,0.102232181,0.550920606,0.059124961
N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.806462884,0.017614577,0.049171515,0.11929398,0.007457049
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.478334188,0.156354994,0.120840214,0.225296304,0.01917433
NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.620474935,0.075805016,0.056612622,0.157588646,0.089518793
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.728221714,0.069095664,0.042110354,0.129813328,0.030758968
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.494999766,0.04696703,0.102771409,0.32437259,0.030889194
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.28646332,0.20892635,0.052634858,0.419046521,0.032928977
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.251440436,0.375880539,0.067257032,0.205040932,0.100381069
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.50723803,0.121181011,0.047041312,0.269546151,0.054993521
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.489723116,0.032520004,0.10643515,0.35578844,0.015533281
N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.667380869,0.063498512,0.096519656,0.146269724,0.026331278
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.793751776,0.01227108,0.034440771,0.156566247,0.002970139
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.553296328,0.068556212,0.061415371,0.226946652,0.089785382
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.357917726,0.068054378,0.048593514,0.510109067,0.0153253
NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.553957999,0.046253242,0.124997661,0.262347013,0.012444113
N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.368184984,0.056207873,0.066767737,0.476617992,0.032221429
N,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.682031453,0.066146366,0.039104346,0.180639371,0.032078449
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.783250332,0.005506037,0.018908596,0.159903795,0.03243129
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.521401525,0.068265758,0.091160089,0.251176178,0.06799645
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.475276291,0.090005852,0.161405072,0.233971938,0.039340828
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.600098312,0.031823654,0.060399666,0.268586546,0.039091844
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.647815943,0.022296404,0.164651707,0.160895437,0.004340535
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.57560426,0.034393307,0.044038553,0.317944348,0.02801954
P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.513870716,0.049691096,0.078864411,0.248150349,0.109423392
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.407818675,0.025298011,0.354562074,0.177309126,0.035012126
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.519617319,0.111052543,0.08057151,0.253167808,0.035590824
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.530447721,0.229678765,0.060233001,0.151726663,0.027913833
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.790817022,0.029519144,0.031017691,0.142222822,0.006423341
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.682572126,0.016887367,0.054492839,0.23757425,0.00847342
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.505487561,0.062075768,0.102921307,0.262125611,0.067389809
NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.38707006,0.043507017,0.078840382,0.317261845,0.173320681
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.72599566,0.016150005,0.057947427,0.150114387,0.049792539
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.357135177,0.308914572,0.085476525,0.186340511,0.062133174
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.51100266,0.046170186,0.039815862,0.388241082,0.014770245
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.624790788,0.033844773,0.055271264,0.24483186,0.041261271
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.565298617,0.041748174,0.04677134,0.294597298,0.05158459
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.317880988,0.027532788,0.040608402,0.571263134,0.042714685
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.355792493,0.085247755,0.077340752,0.305869579,0.175749406
N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.64936769,0.031800285,0.029571477,0.286142349,0.003118165
N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.399310797,0.100723729,0.095381349,0.388845056,0.015739029
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.32394293,0.232989818,0.082714014,0.290140629,0.070212595
N+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.273670018,0.091381848,0.082222357,0.50699544,0.045730364
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.254990757,0.084642701,0.188648432,0.438483775,0.033234343
N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.384118855,0.035093628,0.043771051,0.413061678,0.123954773
NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.255140334,0.108980082,0.072206058,0.514561117,0.049112417
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.536746919,0.165211111,0.030080767,0.2365762,0.031385031
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.29553774,0.14247714,0.160301715,0.33173126,0.06995213
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.314207464,0.099279314,0.070743501,0.443607569,0.072162136
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.362652063,0.088257656,0.207237959,0.281659603,0.060192697
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.408256173,0.123755112,0.095347941,0.335060954,0.03757979
N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.141650945,0.490588397,0.030827867,0.225463241,0.111469612
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.402547777,0.181814328,0.034699492,0.332673013,0.048265383
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.500957072,0.102549724,0.088045776,0.275016427,0.033431001
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.359406233,0.179584906,0.102412134,0.34370634,0.014890413
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.537300944,0.105416209,0.03385143,0.295622587,0.027808869
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.227837443,0.301839054,0.162426591,0.20191741,0.105979532
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.481348336,0.080740631,0.061233785,0.304697752,0.071979485
NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.422713757,0.14644745,0.109372385,0.313451111,0.008015288
P,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.741379261,0.047729671,0.041345652,0.154954791,0.014590664
P,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.54252845,0.037320163,0.02235809,0.378248334,0.019544987
N,AGREEMENT,SUBJECTIVE,90,IRONIC,0.272866517,0.090316705,0.296076059,0.32933858,0.011402098
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.467505306,0.073518977,0.139114633,0.252676666,0.067184441
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.193606839,0.359180927,0.045964878,0.377037644,0.024209715
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.360777855,0.077744216,0.131113544,0.400112331,0.030252019
NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.375303388,0.133585334,0.070689723,0.36653024,0.053891294
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.679850936,0.045799054,0.098298006,0.170092687,0.005959244
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.372701764,0.07651338,0.035256706,0.493847251,0.021680873
NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.23796986,0.213779539,0.057523843,0.429409027,0.061317734
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.310151815,0.136128813,0.073698878,0.352340281,0.127680182
N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.283225566,0.037856452,0.035864428,0.612695634,0.030357871
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.348509878,0.279816985,0.100882903,0.24234812,0.028442116
NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.235145479,0.099074021,0.094848409,0.536288917,0.034643158
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.343432963,0.092268817,0.05031763,0.437964648,0.076015919
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.213132307,0.07820271,0.066967577,0.593678415,0.04801894
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.426762402,0.063613988,0.151744485,0.341899991,0.015979085
NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.673521876,0.051171295,0.072887801,0.191935062,0.010483935
N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.576752484,0.125468999,0.068998888,0.209951743,0.018827874
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.829687119,0.008890131,0.026206108,0.133199513,0.002017032
P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.851838827,0.006287117,0.017798111,0.12071763,0.003358335
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.158187449,0.172156274,0.169292569,0.376247168,0.12411651
P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.222315729,0.116779894,0.087083951,0.51799953,0.055820897
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.158747315,0.06516061,0.10456273,0.649916828,0.021612544
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.55356431,0.076147787,0.066721581,0.279136002,0.024430366
NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.305663586,0.110385448,0.119388014,0.432309896,0.032253109
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.363668978,0.197605669,0.058088146,0.315393239,0.065243989
N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.688098848,0.025951993,0.061782546,0.212709859,0.011456742
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.363027871,0.065930977,0.10716974,0.442756921,0.021114482
P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.307683736,0.329811424,0.063967481,0.241732001,0.056805372
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.70782584,0.069084883,0.08492101,0.120265327,0.017902909
N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.369102091,0.17697081,0.096461959,0.322122872,0.035342302
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.154892296,0.120350115,0.203177541,0.456413031,0.065166973
P,AGREEMENT,OBJECTIVE,97,NONIRONIC,0.23458308,0.047673605,0.067221634,0.592229784,0.058291901
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.557295918,0.045058057,0.038310673,0.293544769,0.065790609
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.222480401,0.116506964,0.074518695,0.498754621,0.087739319
